id,ky_thi,mon,cau,ten_bai,dap_an
kikai:kikair6-2-2,R06下,kikai,問2,直流電動機の電機子巻線の抵抗値に関する計算問題,
kikai:kikair6-1-1,R06上,kikai,問1,直流機の原理及び電機子反作用に関する空欄穴埋問題,
kikai:kikair6-1-2,R06上,kikai,問2,直流電動機の入力電圧を変化させたときの回転速度の変化に関する計算問題,
kikai:kikair5-2-1,R05下,kikai,問1,直流機の電機子反作用とその対策に関する論説問題,
kikai:kikair5-2-2,R05下,kikai,問2,界磁に永久磁石を用いた小形直流電動機の特性に関する計算問題,
kikai:kikair5-1-1,R05上,kikai,問1,直流機の構造と電機子巻線のつなぎ方に関する空欄穴埋問題,
kikai:kikair5-1-2,R05上,kikai,問2,界磁に永久磁石を用いた小形直流電動機の効率に関する計算問題,
kikai:kikair4-2-1,R4下,kikai,問1,直流機の構造や分類及び特性に関する論説問題,
kikai:kikair3-1,R3,kikai,問1,分巻及び直巻直流電動機の界磁磁束及びトルクの特性に関する空欄穴埋問題,
kikai:kikair3-2,R3,kikai,問2,直流分巻電動機の端子電圧を調整したときのトルク変化に関する計算問題,
kikai:kikair3-8,R3,kikai,問8,ブラシレスDCモータの特徴に関する論説問題,
kikai:kikair2-1,R2,kikai,問1,直流他励電動機の速度とトルク制御に関する空欄穴埋問題,
kikai:kikair2-2,R2,kikai,問2,界磁に永久磁石を用いた小形直流発電機の効率に関する計算問題,
kikai:kikair1-1,R01,kikai,問1,永久磁石界磁の直流電動機に関する計算問題,
kikai:kikair1-2,R01,kikai,問2,直流機の電機子反作用に関する論説問題,
kikai:kikair1-6,R01,kikai,問6,ブラシレスDCモータに関する空欄穴埋問題,
kikai:kikaih30-1,H30,kikai,問1,直流電動機の電機子電流の特徴に関する計算問題,
kikai:kikaih30-2,H30,kikai,問2,分巻発電機及び直巻発電機の特性に関する論説問題,
kikai:kikaih29-1,H29,kikai,問1,界磁に永久磁石を用いた小形直流電動機の効率に関する計算問題,
kikai:kikaih29-2,H29,kikai,問2,界磁に永久磁石を用いた直流機の回生制動に関する論説問題,
kikai:kikaih28-1,H28,kikai,問1,直流分巻電動機の回転速度に関する計算問題,
kikai:kikaih28-2,H28,kikai,問2,直流機の原理及び特徴に関する空欄穴埋問題,
kikai:kikaih26-1,H26,kikai,問1,直流電動機の特性に関する空欄穴埋問題,
kikai:kikaih26-2,H26,kikai,問2,直流発電機と電動機の負荷電流に関する計算問題,
kikai:kikaih25-1,H25,kikai,問1,分巻、直巻、複巻直流電動機に関する論説問題,
kikai:kikaih24-1,H24,kikai,問1,直流機の構造や構成に関する空欄穴埋問題,
kikai:kikaih24-2,H24,kikai,問2,直流他励電動機の特性に関する計算問題,
kikai:kikaih23-1,H23,kikai,問1,直流発電機の電機子反作用に関する空欄穴埋問題,
kikai:kikaih23-16,H23,kikai,問16,他励直流電動機の速度制御に関する計算問題,
kikai:kikaih22-1,H22,kikai,問1,直流電動機の回転速度とトルクの制御に関する空欄穴埋問題,
kikai:kikaih22-2,H22,kikai,問2,直流分巻発電機の固定損の導出に関する計算問題,
kikai:kikaih21-2,H21,kikai,問2,直流電動機の入力電圧を変化させたときの回転速度の変化に関する計算問題,
kikai:kikaih20-1,H20,kikai,問1,直流機に発生する誘導起電力の原理に関する空欄穴埋問題,
kikai:kikaih20-2,H20,kikai,問2,負荷が変化したときの直流分巻電動機の逆起電力に関する計算問題,
kikai:kikaih19-1,H19,kikai,問1,直流直巻電動機を無負荷で使用できない理由に関する論説問題,
kikai:kikaih19-2,H19,kikai,問2,直流分巻電動機の無負荷時の回転速度に関する計算問題,
kikai:kikaih18-15,H18,kikai,問15,直流分巻発電機の誘導起電力と効率に関する計算問題,
kikai:kikair7-2-3,R07下,kikai,問3,各種誘導電動機の始動法に関する空欄穴埋問題,
kikai:kikair7-2-4,R07下,kikai,問4,Y-Δ始動時のトルクからの定格運転時のトルクの導出に関する計算問題,
kikai:kikair7-1-3,R07上,kikai,問3,三相かご形誘導機の構造や特徴及び用途に関する論説問題,
kikai:kikair7-1-4,R07上,kikai,問4,三相かご形誘導電動機の回転速度変化に伴う電流の変化に関する計算問題,
kikai:kikair7-1-15,R07上,kikai,問15,三相誘導電動機のトルクと滑り，電圧の関係に関する計算問題,
kikai:kikair6-2-3,R06下,kikai,問3,巻線形誘導電動機のトルクと回転速度の関係に関する空欄穴埋問題,
kikai:kikair6-2-4,R06下,kikai,問4,三相誘導電動機の二次銅損の導出に関する計算問題,
kikai:kikair6-1-3,R06上,kikai,問3,三相誘導機の回転原理と特性に関する空欄穴埋問題,
kikai:kikair6-1-4,R06上,kikai,問4,インバータで駆動されている誘導電動機の回転速度に関する計算問題,
kikai:kikair6-1-15,R06上,kikai,問15,三相巻線形誘導電動機の滑りと回転速度に関する計算問題,
kikai:kikair5-2-3,R05下,kikai,問3,誘導機の速度制御に関する空欄穴埋問題,
kikai:kikair5-2-4,R05下,kikai,問4,Y-Δ始動時のトルクからの定格運転時のトルクの導出に関する計算問題,
kikai:kikair5-2-15,R05下,kikai,問15,電動機の滑り周波数と周波数特性に関する計算問題,
kikai:kikair5-1-3,R05上,kikai,問3,三相誘導電動機の誘導起電力の発生原理に関する空欄穴埋問題,
kikai:kikair5-1-4,R05上,kikai,問4,三相誘導電動機のトルクの導出に関する計算問題,
kikai:kikair4-2-2,R4下,kikai,問2,三相誘導電動機の軸出力の導出に関する計算問題,
kikai:kikair4-2-3,R4下,kikai,問3,三相誘導電動機の種類と構造に関する空欄穴埋問題,
kikai:kikair4-1-2,R4上,kikai,問2,三相誘導電動機の拘束試験結果からの始動電流の特定に関する計算問題,
kikai:kikair4-1-3,R4上,kikai,問3,三相巻線形誘導電動機の構造に関する空欄穴埋問題,
kikai:kikair3-3,R3,kikai,問3,三相誘導電動機の始動トルクと定格負荷運転時の効率に関する論説問題,
kikai:kikair3-4,R3,kikai,問4,誘導電動機の分類における，固定子と回転子に関する空欄穴埋問題,
kikai:kikair2-3,R2,kikai,問3,三相かご形誘導電動機の等価回路定数の測定に関する論説問題,
kikai:kikair2-15,R2,kikai,問15,三相誘導電動機の二次入力（同期ワット）と滑りの特性に関する計算問題,
kikai:kikair1-3,R01,kikai,問3,三相誘導電動機の効率に関する計算問題,
kikai:kikair1-4,R01,kikai,問4,誘導機の速度制御に関する空欄穴埋問題,
kikai:kikaih30-3,H30,kikai,問3,かご形誘導電動機のトルクに関する計算問題,
kikai:kikaih30-4,H30,kikai,問4,誘導電動機の始動方法に関する論説問題,
kikai:kikaih29-3,H29,kikai,問3,誘導機の滑りや出力、トルクの関係に関する空欄穴埋問題,
kikai:kikaih29-15,H29,kikai,問15,電動機の効率と比例推移に関する計算問題,
kikai:kikaih28-3,H28,kikai,問3,三相誘導電動機の原理に関する空欄穴埋問題,
kikai:kikaih28-4,H28,kikai,問4,かご形三相誘導電動機の入力に関する計算問題,
kikai:kikaih27-3,H27,kikai,問3,各種誘導電動機の原理や特徴に関する論説問題,
kikai:kikaih27-15,H27,kikai,問15,誘導電動機の諸計算に関する計算問題,
kikai:kikaih26-3,H26,kikai,問3,三相かご形誘導電動機に関する空欄穴埋問題,
kikai:kikaih26-4,H26,kikai,問4,三相かご形誘導電動機に関する計算問題,
kikai:kikaih26-6,H26,kikai,問6,三相誘導電動機の等価回路に関する空欄穴埋問題,
kikai:kikaih25-3,H25,kikai,問3,三相誘導電動機の回転磁界に関する論説問題,
kikai:kikaih25-4,H25,kikai,問4,巻線形誘導電動機の比例推移に関する計算問題,
kikai:kikaih24-3,H24,kikai,問3,誘導電動機のすべりや等価回路に関する論説問題,
kikai:kikaih24-4,H24,kikai,問4,三相誘導電動機の効率に関する計算問題,
kikai:kikaih24-5,H24,kikai,問5,電動機と負荷のトルク特性に関する空欄穴埋問題,
kikai:kikaih23-2,H23,kikai,問2,誘導電動機の始動法に関する空欄穴埋問題,
kikai:kikaih23-3,H23,kikai,問3,巻線形誘導電動機の機械負荷に関する計算問題,
kikai:kikaih23-5,H23,kikai,問5,同期電動機及び誘導電動機の特徴に関する論説問題,
kikai:kikaih22-3,H22,kikai,問3,三相誘導機の回転原理と特性に関する空欄穴埋問題,
kikai:kikaih22-4,H22,kikai,問4,巻線形三相誘導電動機のトルクの比例推移に関する計算問題,
kikai:kikaih21-3,H21,kikai,問3,三相誘導電動機の固定子と回転子に関する空欄穴埋問題,
kikai:kikaih21-6,H21,kikai,問6,三相誘導電動機を用いた電気車の駆動に関する空欄穴埋問題,
kikai:kikaih21-15,H21,kikai,問15,三相誘導電動機の発生トルクと効率に関する計算問題,
kikai:kikaih20-3,H20,kikai,問3,巻線形誘導電動機のトルクと回転速度の関係に関する空欄穴埋問題,
kikai:kikaih20-10,H20,kikai,問10,交流電動機の周波数制御に関する空欄穴埋問題,
kikai:kikaih20-15,H20,kikai,問15,三相誘導電動機の回転速度と滑り周波数に関する計算問題,
kikai:kikaih19-3,H19,kikai,問3,三相巻線形誘導電動機の構造に関する空欄穴埋問題,
kikai:kikaih19-4,H19,kikai,問4,インバータで駆動されている誘導電動機の回転速度に関する計算問題,
kikai:kikaih18-2,H18,kikai,問2,かご形誘導電動機の始動方法に関する空欄穴埋問題,
kikai:kikaih18-5,H18,kikai,問5,誘導電動機の速度制御法に関する空欄穴埋問題,
kikai:kikaih18-8,H18,kikai,問8,周波数が変化したときの誘導電動機の特性の変化に関する空欄穴埋問題,
kikai:kikaih18-16,H18,kikai,問16,三相かご形誘導電動機の二次銅損と一次入力に関する計算問題,
kikai:kikair7-2-5,R07下,kikai,問5,同期電動機の自己始動法に関する空欄穴埋問題,
kikai:kikair7-2-6,R07下,kikai,問6,三相同期発電機の同期インピーダンスの導出に関する計算問題,
kikai:kikair7-1-5,R07上,kikai,問5,同期発電機の並列運転の条件に関する空欄穴埋問題,
kikai:kikair7-1-6,R07上,kikai,問6,同期発電機の三相短絡事故時に発生する電流の大きさに関する計算問題,
kikai:kikair6-2-5,R06下,kikai,問5,水車発電機とタービン発電機の特徴に関する空欄穴埋問題,
kikai:kikair6-2-6,R06下,kikai,問6,三相同期発電機の三相短絡電流を流すのに必要な界磁電流に関する計算問題,
kikai:kikair6-2-7,R06下,kikai,問7,交流機における電機子巻線法に関する空欄穴埋問題,
kikai:kikair6-2-15,R06下,kikai,問15,三相同期発電機の同期インピーダンスと発電機出力に関する計算問題,
kikai:kikair6-1-5,R06上,kikai,問5,同期電動機の自己始動法に関する空欄穴埋問題,
kikai:kikair6-1-6,R06上,kikai,問6,同期電動機の誘導起電力の導出に関する計算問題,
kikai:kikair5-2-5,R05下,kikai,問5,円筒形三相同期電動機のベクトル図に関する正誤問題,
kikai:kikair5-2-6,R05下,kikai,問6,極数の異なる同期発電機の並行運転に関する計算問題,
kikai:kikair5-1-5,R05上,kikai,問5,三相同期発電機の短絡比の特性に関する論説問題,
kikai:kikair5-1-6,R05上,kikai,問6,三相同期発電機の無負荷誘導起電力の導出に関する計算問題,
kikai:kikair4-2-4,R4下,kikai,問4,三相同期電動機の位相特性に関する空欄穴埋問題,
kikai:kikair4-2-5,R4下,kikai,問5,三相同期発電機の短絡比の導出に関する計算問題,
kikai:kikair4-2-6,R4下,kikai,問6,永久磁石を使用した小形交流モータに関する空欄穴埋問題,
kikai:kikair4-2-7,R4下,kikai,問7,交流機における電機子巻線法に関する空欄穴埋問題,
kikai:kikair4-1-4,R4上,kikai,問4,三相同期発電機の並行運転に関する空欄穴埋問題,
kikai:kikair4-1-5,R4上,kikai,問5,三相同期発電機の短絡比の導出に関する計算問題,
kikai:kikair3-5,R3,kikai,問5,三相同期電動機の特性や構造に関する空欄穴埋問題,
kikai:kikair3-6,R3,kikai,問6,同期発電機の百分率同期インピーダンスの導出に関する計算問題,
kikai:kikair2-4,R2,kikai,問4,回転界磁形三相同期発電機の無負荷誘導起電力に関する空欄穴埋問題,
kikai:kikair2-5,R2,kikai,問5,三相同期電動機の力率と誘導起電力に関する計算問題,
kikai:kikair1-5,R01,kikai,問5,同期電動機の出力の特性に関する空欄穴埋問題,
kikai:kikair1-15,R01,kikai,問15,発電機の並行運転に関する計算問題,
kikai:kikaih30-5,H30,kikai,問5,同期発電機の種類と構造に関する空欄穴埋問題,
kikai:kikaih30-6,H30,kikai,問6,同期発電機の負荷角の導出に関する計算問題,
kikai:kikaih29-4,H29,kikai,問4,三相同期発電機の並列運転に関する論説問題,
kikai:kikaih29-5,H29,kikai,問5,三相同期発電機の特性に関する計算問題,
kikai:kikaih28-5,H28,kikai,問5,同期電動機の特性に関する空欄穴埋問題,
kikai:kikaih28-15,H28,kikai,問15,同期発電機の電圧計算に関する計算問題,
kikai:kikaih27-4,H27,kikai,問4,同期発電機の端子電圧に関する計算問題,
kikai:kikaih27-5,H27,kikai,問5,同期発電機の同期インピーダンスに関する計算問題,
kikai:kikaih26-5,H26,kikai,問5,三相同期発電機の電機子反作用に関する空欄穴埋問題,
kikai:kikaih26-15,H26,kikai,問15,三相同期電動機(星形結線)に関する計算問題,
kikai:kikaih25-5,H25,kikai,問5,一般的な三相同期電動機の始動方法に関する空欄穴埋問題,
kikai:kikaih25-6,H25,kikai,問6,同期発電機の同期インピーダンスに関する計算問題,
kikai:kikaih24-6,H24,kikai,問6,同期発電機の自己励磁現象に関する空欄穴埋問題,
kikai:kikaih24-16,H24,kikai,問16,三相同期電動機の内部誘導起電力と負荷角に関する計算問題,
kikai:kikaih23-4,H23,kikai,問4,同期発電機の出力端子間電圧に関する計算問題,
kikai:kikaih23-5~2,H23,kikai,問5,同期電動機及び誘導電動機の特徴に関する論説問題,
kikai:kikaih22-5,H22,kikai,問5,三相同期電動機の特徴とトルクの調整に関する空欄穴埋問題,
kikai:kikaih22-15,H22,kikai,問15,三相同期発電機の電機子電流及び出力に関する計算問題,
kikai:kikaih21-4,H21,kikai,問4,同期発電機の系統連系に関する空欄穴埋問題,
kikai:kikaih21-5,H21,kikai,問5,三相同期発電機の短絡比の導出に関する計算問題,
kikai:kikaih20-4,H20,kikai,問4,三相同期発電機の特性曲線に関する空欄穴埋問題,
kikai:kikaih20-5,H20,kikai,問5,同期機の内部誘導起電力の導出に関する計算問題,
kikai:kikaih19-5,H19,kikai,問5,三相同期発電機の同期インピーダンスの導出に関する計算問題,
kikai:kikaih19-15,H19,kikai,問15,三相同期電動機の角速度とトルクの導出に関する計算問題,
kikai:kikaih18-3,H18,kikai,問3,三相同期発電機の短絡比に関する計算問題,
kikai:kikaih18-4,H18,kikai,問4,同期電動機の位相特性曲線に関する論説問題,
kikai:kikair7-2-9,R07下,kikai,問9,単相変圧器の短絡試験からのリアクタンス値の導出に関する計算問題,
kikai:kikair7-2-15,R07下,kikai,問15,単相変圧器の鉄損及び定格運転時の銅損に関する計算問題,
kikai:kikair7-1-9,R07上,kikai,問9,変圧器の力率変化に伴う効率変化に関する計算問題,
kikai:kikair6-2-8,R06下,kikai,問8,単相単巻変圧器の各部の名称や特徴に関する空欄穴埋問題,
kikai:kikair6-2-9,R06下,kikai,問9,V-V 結線をしたときの負荷損の変化に関する計算問題,
kikai:kikair5-2-7,R05下,kikai,問7,電気機器に発生する損失の分類に関する空欄穴埋問題,
kikai:kikair5-2-8,R05下,kikai,問8,変圧器の各諸量の二次側換算に関する論説問題,
kikai:kikair5-2-9,R05下,kikai,問9,変圧器の基準温度換算への補正に関する計算問題,
kikai:kikair4-2-8,R4下,kikai,問8,単相変圧器の無負荷損と負荷損に関する計算問題,
kikai:kikair4-2-9,R4下,kikai,問9,変圧器の損失の種類と各損失の特性に関する論説問題,
kikai:kikair4-1-8,R4上,kikai,問8,短絡試験結果からの漏れリアクタンスの導出に関する計算問題,
kikai:kikair4-1-9,R4上,kikai,問9,いろいろな変圧器の用途及び特徴に関する論説問題,
kikai:kikair3-9,R3,kikai,問9,三相変圧器の損失及び電圧変動率に関する計算問題,
kikai:kikair3-15,R3,kikai,問15,単相変圧器の銅損及び最大効率に関する計算問題,
kikai:kikair2-8,R2,kikai,問8,変圧器の巻線や鉄心，冷媒等の構造や特徴に関する論説問題,
kikai:kikair2-9,R2,kikai,問9,誘導性負荷を接続した三相三巻線変圧器の供給電流に関する計算問題,
kikai:kikair1-7,R01,kikai,問7,電気機器の損失に関する空欄穴埋問題,
kikai:kikair1-8,R01,kikai,問8,単相変圧器の並行運転による循環電流に関する計算問題,
kikai:kikair1-9,R01,kikai,問9,変圧器の温度上昇試験の実施方法に関する問題,
kikai:kikaih30-9,H30,kikai,問9,単巻変圧器の自己容量に関する計算問題,
kikai:kikaih30-15,H30,kikai,問15,変圧器のインピーダンスと一次電圧の導出に関する計算問題,
kikai:kikaih29-7,H29,kikai,問7,結線方法が異なる変圧器の角変位に関する論説問題,
kikai:kikaih29-8,H29,kikai,問8,単相変圧器の力率1での運転時最大効率に関する計算問題,
kikai:kikaih28-7,H28,kikai,問7,変圧器及び計器用変成器に関する論説問題,
kikai:kikaih28-8,H28,kikai,問8,変圧器の巻線の抵抗値に関する計算問題,
kikai:kikaih27-7,H27,kikai,問7,三相電源に接続する変圧器に関する論説問題,
kikai:kikaih27-8,H27,kikai,問8,変圧器の巻数比の電流計算に関する計算問題,
kikai:kikaih26-7,H26,kikai,問7,単相変圧器の簡易等価回路に関する空欄穴埋問題,
kikai:kikaih26-8,H26,kikai,問8,単相変圧器の電圧変動に関する計算問題,
kikai:kikaih25-8,H25,kikai,問8,単相単巻変圧器に関する空欄穴埋問題,
kikai:kikaih25-15,H25,kikai,問15,変圧器の無負荷試験及び短絡試験に関する計算問題,
kikai:kikaih24-7,H24,kikai,問7,単相変圧器のリアクタンスの大きさに関する計算問題,
kikai:kikaih24-8,H24,kikai,問8,三相変圧器の並行運転に関する論説問題,
kikai:kikaih23-7,H23,kikai,問7,変圧器の損失と効率の特性に関する計算問題,
kikai:kikaih23-8,H23,kikai,問8,変圧器の一次二次巻線の結線方法とその特徴に関する論説問題,
kikai:kikaih23-15,H23,kikai,問15,変圧器の百分率インピーダンス降下と電圧変動率に関する計算問題,
kikai:kikaih22-8,H22,kikai,問8,接地変圧器の二次抵抗の一次換算値に関する計算問題,
kikai:kikaih21-7,H21,kikai,問7,Y-Δ 結線した変圧器の変圧比の導出に関する計算問題,
kikai:kikaih20-7,H20,kikai,問7,変圧器の磁束と電圧及び電圧と電流の関係に関する空欄穴埋問題,
kikai:kikaih20-8,H20,kikai,問8,変圧器の保護及び監視装置に関する空欄穴埋問題,
kikai:kikaih20-16,H20,kikai,問16,単相変圧器の鉄損及び銅損に関する計算問題,
kikai:kikaih19-6,H19,kikai,問6,電力を供給するために必要な単巻変圧器の自己容量に関する計算問題,
kikai:kikaih19-7,H19,kikai,問7,単相変圧器の短絡試験からのリアクタンス値の導出に関する計算問題,
kikai:kikaih18-6,H18,kikai,問6,負荷接続時の一次電流と定格一次電流の比に関する計算問題,
kikai:kikair7-2-10,R07下,kikai,問10,パワー半導体デバイスの動作に関する論説問題,
kikai:kikair7-2-16,R07下,kikai,問16,ダイオードを用いた三相整流装置に関する計算問題,
kikai:kikair7-1-10,R07上,kikai,問10,直流チョッパの平均出力電流に関する計算問題,
kikai:kikair7-1-16,R07上,kikai,問16,可逆チョッパによる他励直流機の駆動に関する計算問題,
kikai:kikair6-2-16,R06下,kikai,問16,降圧チョッパの原理と出力電流に関する計算問題,
kikai:kikair6-1-10,R06上,kikai,問10,単相半波整流回路の出力波形に関する空欄穴埋問題,
kikai:kikair6-1-16,R06上,kikai,問16,単相ブリッジ接続の電圧形インバータに関する計算問題,
kikai:kikair5-2-10,R05下,kikai,問10,パワー半導体デバイスの動作に関する論説問題,
kikai:kikair5-2-16,R05下,kikai,問16,降圧チョッパの原理と出力電流に関する計算問題,
kikai:kikair5-1-10,R05上,kikai,問10,スイッチングデバイスの比較に関する論説問題,
kikai:kikair5-1-16,R05上,kikai,問16,単相インバータの誘導性負荷への接続に関する論説問題,
kikai:kikair4-2-10,R4下,kikai,問10,出力電圧波形からの電力変換回路の選定に関する選択問題,
kikai:kikair4-2-16,R4下,kikai,問16,単相ブリッジ接続の電圧形インバータに関する計算問題,
kikai:kikair4-1-10,R4上,kikai,問10,降圧チョッパの構成デバイスの組合せに関する選択問題,
kikai:kikair4-1-16,R4上,kikai,問16,単相ブリッジ電圧形インバータに関する計算問題,
kikai:kikair3-11,R3,kikai,問11,昇降圧チョッパに関する論説問題,
kikai:kikair3-16,R3,kikai,問16,単相半波整流回路に関する空欄穴埋・計算問題,
kikai:kikair2-10,R2,kikai,問10,パワー半導体スイッチングデバイスに関する論説問題,
kikai:kikair2-16,R2,kikai,問16,単相インバータで交流を給電する回路に関する計算問題,
kikai:kikair1-10,R01,kikai,問10,単相サイリスタ整流回路に関する空欄穴埋問題,
kikai:kikair1-16,R01,kikai,問16,直流昇圧チョッパに関する計算問題,
kikai:kikaih30-11,H30,kikai,問11,直流を交流に変換する電力変換器に関する空欄穴埋問題,
kikai:kikaih30-16,H30,kikai,問16,降圧チョッパに関する計算問題,
kikai:kikaih29-10,H29,kikai,問10,パワー半導体デバイスに関する論説問題,
kikai:kikaih29-11,H29,kikai,問11,単相ダイオードブリッジ整流器に関する論説問題,
kikai:kikaih29-16,H29,kikai,問16,交流電力調整回路に関する計算問題,
kikai:kikaih28-9,H28,kikai,問9,直流チョッパに関する計算問題,
kikai:kikaih28-16,H28,kikai,問16,単相サイリスタ全波整流回路に関する計算問題,
kikai:kikaih27-9,H27,kikai,問9,電力変換器の出力電圧制御に関する空欄穴埋問題,
kikai:kikaih27-10,H27,kikai,問10,直流チョッパの平均電流に関する計算問題,
kikai:kikaih26-10,H26,kikai,問10,単相半波ダイオード整流回路に関する空欄穴埋問題,
kikai:kikaih26-16,H26,kikai,問16,直流チョッパに関する計算問題,
kikai:kikaih25-9,H25,kikai,問9,単相ダイオードブリッジ整流回路に関する空欄穴埋問題,
kikai:kikaih25-16,H25,kikai,問16,PWM制御に関する計算問題,
kikai:kikaih24-10,H24,kikai,問10,サイリスタによる全波整流回路に関する論説問題,
kikai:kikaih24-15,H24,kikai,問15,単相インバータに関する論説問題,
kikai:kikaih23-9,H23,kikai,問9,単相双方向サイリスタスイッチに関する論説問題,
kikai:kikaih23-10,H23,kikai,問10,パワー半導体デバイスに関する論説問題,
kikai:kikaih23-17,H23,kikai,問17,ダイオードを用いた三相整流装置に関する計算問題,
kikai:kikaih22-10,H22,kikai,問10,降圧チョッパのダイオードに流れる電流に関する論説問題,
kikai:kikaih22-16,H22,kikai,問16,単相全波整流回路の電圧・電流に関する計算問題,
kikai:kikaih21-9,H21,kikai,問9,リアクトルとコンデンサの働きに関する論説問題,
kikai:kikaih21-16,H21,kikai,問16,単相ブリッジ電圧形インバータの動作に関する計算問題,
kikai:kikaih20-9,H20,kikai,問9,IGBTの得失や特性に関する論説問題,
kikai:kikaih19-9,H19,kikai,問9,入力波形からの適切な電力変換回路の選定に関する選択問題,
kikai:kikaih19-10,H19,kikai,問10,無停電電源装置の構成と用途に関する空欄穴埋問題,
kikai:kikaih19-16,H19,kikai,問16,単相双方向サイリスタスイッチに関する計算・論説問題,
kikai:kikaih18-9,H18,kikai,問9,出力波形からの適切な電力変換回路の選定に関する選択問題,
kikai:kikair7-2-17,R07下,kikai,問17,直線光源の光束発散度と床面での水平面照度に関する計算問題,
kikai:kikair7-1-12,R07上,kikai,問12,駐車場の四隔にランプを設置したときの水平面照度に関する計算問題,
kikai:kikair6-2-17,R06下,kikai,問17,点光源の光度と床面の水平面照度に関する計算問題,
kikai:kikair6-1-17,R06上,kikai,問17,球形光源の光度・輝度と直下の水平面照度に関する計算問題,
kikai:kikair5-2-17,R05下,kikai,問17,２つの点光源を設置した際の水平面照度に関する計算問題,
kikai:kikair5-1-12,R05上,kikai,問12,光束，光度，照度，光速発散度，輝度の単位に関する空欄穴埋問題,
kikai:kikair4-2-17,R4下,kikai,問17,点光源の光度と床面の水平面照度に関する計算問題,
kikai:kikair2-12,R2,kikai,問12,空間の床面積と目標平均照度からの必要光源数の導出に関する計算問題,
kikai:kikaih30-17,H30,kikai,問17,光源直下及び距離が離れた場所での水平面照度に関する計算問題,
kikai:kikaih29-17,H29,kikai,問17,照度及び輝度の導出に関する計算問題,
kikai:kikaih27-16,H27,kikai,問16,LEDによる光度及び照度の導出に関する計算問題,
kikai:kikaih26-17,H26,kikai,問17,球形光源の基本公式に関する計算問題,
kikai:kikaih25-11,H25,kikai,問11,照明用LED(発光ダイオード)に関する空欄穴埋問題,
kikai:kikaih24-17,H24,kikai,問17,照明を間引きすることによる節電効果に関する計算問題,
kikai:kikaih23-11,H23,kikai,問11,照明用光源の性能評価とパワー半導体デバイスに関する論説問題,
kikai:kikaih22-17,H22,kikai,問17,異なる２個の光源を使用したときの水平面照度に関する計算問題,
kikai:kikaih21-11,H21,kikai,問11,ハロゲン電球の特徴や利用用途に関する空欄穴埋問題,
kikai:kikaih19-11,H19,kikai,問11,白熔電球による円形テーブルの平均照度に関する計算問題,
kikai:kikaih18-17,H18,kikai,問17,直線光源の光束発散度と床面での水平面照度に関する計算問題,
kikai:kikair7-2-12,R07下,kikai,問12,電気炉の炉壁を伝わる熱に関する計算問題 (Bài tính toán về nhiệt truyền qua tường,
kikai:kikair7-1-17,R07上,kikai,問17,電熱装置による水の融解と温度上昇に関する計算問題 (Bài tính toán về sự tan chảy và tă,
kikai:kikair6-2-12,R06下,kikai,問12,熱伝導によって壁を伝わる熱流に関する計算問題 (Bài tính toán về dòng nhiệt truyền q,
kikai:kikair6-1-12,R06上,kikai,問12,熱の伝導と電気の伝導の対応表に関する空欄穴埋問題 (Bài điền vào chỗ trống về bảng tươ,
kikai:kikair5-2-12,R05下,kikai,問12,"誘導加熱の原理や特徴，用途に関する論説問題 (Bài luận về nguyên lý, đặc điểm và ứn",
kikai:kikair5-1-17,R05上,kikai,問17,熱力学におけるオームの法則に関する計算問題 (Bài tính toán về định luật Ohm trong ,
kikai:kikair4-2-12,R4下,kikai,問12,様々な電気加熱の加熱方法に関する論説問題 誘電加熱 (Bài luận về các phương pháp gia n,
kikai:kikair4-1-17,R4上,kikai,問17,ヒートポンプ式電気給湯器による加温に関する計算問題 (Bài tính toán về gia nhiệt bằng m,
kikai:kikair3-17,R3,kikai,問17,熱の伝わり方及び熱力学のオームの法則に関する空欄穴埋・計算問題 (Bài điền và tính toán về cá,
kikai:kikair2-13,R2,kikai,問13,熱の伝導と電気の伝導の対応表に関する空欄穴埋問題 (Bài điền vào chỗ trống về bảng tươ,
kikai:kikair1-17,R01,kikai,問17,電気給湯器とヒートポンプに関する計算問題 (Bài tính toán về máy nước nóng điện và,
kikai:kikaih29-13,H29,kikai,問13,誘導加熱の用途や特徴に関する論説問題 (Bài luận về ứng dụng và đặc điểm của gia,
kikai:kikaih28-17,H28,kikai,問17,ヒートポンプ式電気給湯器に関する計算問題 (Bài tính toán về máy nước nóng điện ki,
kikai:kikaih27-13,H27,kikai,問13,各種電気加熱の特徴に関する空欄穴埋問題 (Bài điền vào chỗ trống về đặc điểm các ,
kikai:kikaih26-11,H26,kikai,問11,電子レンジ及び電磁波加熱に関する空欄穴埋問題 (Bài điền vào chỗ trống về lò vi sóng,
kikai:kikaih25-17,H25,kikai,問17,熱流及び放射伝熱に関する計算及び空欄穴埋問題 (Bài tính toán và điền vào chỗ trống ,
kikai:kikaih24-12,H24,kikai,問12,電気加熱の加熱方式やその特徴に関する空欄穴埋問題 (Bài điền vào chỗ trống về các phươ,
kikai:kikaih23-12,H23,kikai,問12,ヒートポンプの原理や成績係数に関する空欄穴埋問題 (Bài điền vào chỗ trống về nguyên l,
kikai:kikaih22-12,H22,kikai,問12,マイクロ波加熱の特徴に関する空欄穴埋問題 (Bài điền vào chỗ trống về đặc điểm của,
